	liquid	tank_failure_pressure	liquid_ratio	tank_width	tank_length	tank_height	BLEVE_height	vapour_temperature	liquid_temperature	status	gas_height	sensor_distance
B2618	1	8.3	0.2563306	2.8	4	0.8	1.8	329.3	347.5	0	0.60	30
B2619	1	35.9	0.5931555	1.8	2.2	3	1.2	349.3	310	1	1.20	30
B2620	1	28.4	0.3951926	0.6	7	0.8	1.2	383.7	423.6	0	0.60	30
B2621	1	20.9	0.5644648	0.8	4.6	1.6	1	412.2	317.6	1	0.60	30
B2622	1	34.7	0.6604552	1.4	2.8	0.6	1	479.2	283.2	1	0.20	30
B2623	1	24.1	0.5984947	3	9	0.8	1.8	496.4	319	1	0.40	30
B2624	1	19.3	0.1455637	2.6	1	0.4	1.6	546.5	312.5	1	0.40	30
B2625	1	12.6	0.6433107	0.8	3.4	1.8	0.8	417.3	328.4	1	0.60	30
B2626	1	21.2	0.1050219	1.6	9.6	2.2	0.6	529.5	306.6	1	2.00	30
B2627	1	20.3	0.5467082	2.2	0.8	1	0	431.7	407.4	0	0.60	30
B2628	1	13.9	0.198218	2.2	4.4	2.4	0.6	493.6	333.1	1	2.00	30
B2629	1	36.6	0.607179	1.6	7.6	0.8	0.4	360.1	350.2	1	0.40	30
B2630	1	24.9	0.7652587	0.8	3.2	1.6	1.2	522.4	405.3	0	0.40	30
B2631	1	17.1	0.3051304	2.4	7	2	1.8	481.5	341.7	1	1.40	30
B2632	1	6	0.660478	0.6	5.4	0.6	1.6	419.7	419.2	0	0.40	30
B2633	1	36.7	0.2364286	0.4	6.4	1.8	0.6	376.3	299.4	1	1.40	30
B2634	1	23.2	0.5016409	2.8	5.6	2	0	481.7	365.4	1	1.00	30
B2635	1	31.7	0.1017556	2.6	1.8	2.2	0.2	506	334.9	1	2.00	30
B2636	1	18.9	0.7301809	1.4	7.2	2.6	1.8	362.4	335.8	1	0.80	30
B2637	1	28.5	0.7607286	2.6	10	2.2	0	431.9	388.6	1	0.60	30
B2638	1	22.4	0.2221152	1.6	0.6	2.6	1.8	435	343.4	1	2.00	30
B2639	1	19.5	0.2829425	1	6.6	1.6	1	315.6	333.9	1	1.20	30
B2640	1	20.7	0.1139264	0.8	1.4	1.2	1.2	328.6	312	1	1.00	30
B2641	1	19.7	0.1081651	2.6	6.2	0.6	1.4	572.9	358.1	1	0.60	30
B2642	1	29.6	0.4935249	2.8	2	2.8	0.4	513.9	320.1	1	1.40	30
B2643	1	13.2	0.4006658	2.8	0.6	1.2	0.4	442.1	322	1	0.80	30
B2644	1	30.7	0.1538231	1.2	4	0.4	0.8	547	351.9	1	0.40	30
B2645	1	24	0.8281839	1	2	1.8	0.4	557.4	291.1	1	0.40	30
B2646	1	29.1	0.2094898	1.8	5.6	2	0.2	525	363.5	1	1.60	30
B2647	1	35.7	0.8386	1.2	5	1.4	1.4	433.5	387.4	1	0.20	30
B2648	1	29.7	0.551719	1.8	3.2	2.4	0.4	292.2	398.5	1	1.00	30
B2649	1	8.6	0.8782968	3	6.8	0.8	1.6	430	315	1	0.20	30
B2650	1	10.3	0.5984985	2	6.6	0.8	0.6	471.8	283.1	1	0.40	30
B2651	1	20.9	0.2836846	1.4	1.8	1	0.2	492.6	343.8	1	0.80	30
B2652	1	22.8	0.1011389	2.4	7.8	0.8	1.2	308.9	413.3	0	0.80	30
B2653	1	16.9	0.2292738	2.4	1.6	2.6	1.2	391.1	410.7	0	2.20	30
B2654	1	34.9	0.2986958	0.6	2	1.8	1.2	521.2	319.8	1	1.20	30
B2655	1	10	0.4187185	0.8	10	1.6	0.4	456.1	422.4	0	1.00	30
B2656	1	6.6	0.7506765	1.2	7.8	2	0.2	545.2	395.8	0	0.60	30
B2657	1	36.5	0.5463775	2.8	1.6	1.2	1.2	363.6	342.2	1	0.60	30
B2658	1	30.7	0.3324022	2.6	7	1.2	0.2	356.1	385.6	1	0.80	30
B2659	1	11	0.5858177	2.4	2.4	2.8	0	496.7	338.5	1	1.20	30
B2660	1	5.4	0.8287709	2.4	8.8	1.6	0.6	370.1	350.4	0	0.40	30
B2661	1	19.6	0.4035948	2	2.2	2.4	0.6	414.4	289.3	1	1.40	30
B2662	1	21.6	0.230469	2.2	4	1.2	0.8	339.7	380.9	1	1.00	30
B2663	1	20.4	0.3357054	1.8	7.4	2.2	1.8	410.7	418.1	0	1.60	30
B2664	1	18.3	0.7455575	2.4	5.2	0.8	1	415.2	388	0	0.40	30
B2665	1	14.2	0.2459401	1.6	8.6	1.8	1	457.3	422.7	0	1.40	30
B2666	1	28.2	0.4370778	2.8	9.8	2.4	1.2	316.6	364.3	1	1.40	30
B2667	1	18.9	0.7365572	0.8	7.8	2.8	2	369.6	362.1	1	0.80	30
B2668	1	23.3	0.3320286	1.8	2.6	1.8	1.2	525.8	407.5	0	1.40	30
B2669	1	28.9	0.6926961	2	6.4	1.4	1.6	330.8	336.9	1	0.40	30
B2670	1	8.6	0.6977027	1.2	7.6	2.6	1.6	314.6	307.2	1	0.80	30
B2671	1	21.4	0.3534536	2.4	7.6	1.8	0.8	354.3	355.2	1	1.20	30
B2672	1	27.4	0.6680979	2.2	9.2	0.6	0.2	415.6	333.7	1	0.20	30
B2673	1	12	0.7300118	2.8	6.6	2.4	0.4	452.7	391.6	0	0.80	30
B2674	1	31.1	0.1293221	2	3.4	2	1.4	467.1	349.1	1	1.80	30
B2675	1	35.5	0.3261396	1.8	3.6	2.8	1.4	397.9	372.6	1	1.80	30
B2676	1	14.4	0.6840715	1.4	2.8	2	1	304.4	285.3	1	0.60	30
B2677	1	26.7	0.1535604	1.2	8.4	3	1	533	381	1	2.60	30
B2678	1	9.7	0.2561388	0.8	4.6	3	1.4	518.7	354.7	0	2.40	30
B2679	1	25.1	0.7688613	2.4	6	1.8	0.4	302.5	347.9	1	0.40	30
B2680	1	6.6	0.2013609	1.2	6.2	1	0.2	445.5	406	0	0.80	30
B2681	1	10.7	0.438362	1.6	0.6	1.6	1.2	339.1	295.3	1	0.80	30
B2682	1	15.4	0.8145446	2.6	2.4	3	1.4	363.6	315.3	1	0.60	30
B2683	1	15.9	0.7554094	2	0.4	0.8	1.8	480	362	1	0.20	30
B2684	1	16.1	0.6788958	2.6	7.8	1.8	0.2	503.4	405	0	0.60	30
B2685	1	21.7	0.525449	1.4	7.2	2.4	0.6	324.9	417.1	0	1.20	30
B2686	1	6.9	0.3097552	1.2	0.8	2.6	0.4	360.6	342.3	0	1.80	30
B2687	1	26.9	0.1325472	0.8	6.4	2.4	1.6	438.6	385.8	1	2.00	30
B2688	1	25.2	0.4800648	1.4	9.4	2.2	1.8	458.8	320.8	1	1.20	30
B2689	1	28.1	0.2992327	1	9	1	0.6	331.1	409.3	0	0.80	30
B2690	1	16.9	0.5171439	3	4	2.4	0.4	436.6	400.9	0	1.20	30
B2691	1	33.8	0.706917	2.4	2	2	1.4	483.8	341.9	1	0.60	30
B2692	1	16	0.2180514	2.2	5.2	3	1.4	556.6	413.1	0	2.40	30
B2693	1	35.5	0.8953903	2.2	9.6	1	0.8	344.4	289.5	1	0.20	30
B2694	1	24.4	0.5576909	0.6	4.4	2.8	1.6	345.5	316.5	1	1.20	30
B2695	1	28.8	0.2770401	2	8.6	1.6	1.4	529	373.2	1	1.20	30
B2696	1	16.9	0.2329076	1.4	1.4	1.4	1.8	494.4	329.4	1	1.00	30
B2697	1	5.6	0.7284378	3	1.2	0.4	0	476.3	346	0	0.20	30
B2698	1	29.6	0.1886352	2.2	4	2	1.6	379	409.3	1	1.60	30
B2699	1	35.7	0.2253263	1.8	3	0.8	1.6	306.2	393.1	1	0.60	30
B2700	1	20.6	0.4687073	2.6	9.6	0.4	1.6	359.5	376.6	1	0.20	30
B2701	1	21.7	0.3747719	1	4.6	3	1.8	356.6	359.6	1	1.80	30
B2702	1	33.8	0.6787443	2.6	6.8	2.4	0.2	416.3	328.6	1	0.80	30
B2703	1	33.6	0.6138788	3	7.2	0.6	1.8	329.3	368.8	1	0.20	30
B2704	1	33.6	0.3658967	2.2	1.4	1	1.8	397.7	334.4	1	0.60	30
B2705	1	30.3	0.7111144	0.4	3.8	0.6	0.8	426.5	348.2	1	0.20	30
B2706	1	8.3	0.1988363	2.2	4.6	1.2	2	334	299.5	1	1.00	30
B2707	1	25.1	0.3504186	1.4	5.2	1.8	0.2	492.1	308.6	1	1.20	30
B2708	1	17.7	0.3574845	0.4	7.8	3	1	290.3	367.6	1	2.00	30
B2709	1	31.8	0.587667	2.6	3.8	2.2	1.6	295.5	293	1	1.00	30
B2710	1	29.2	0.1869355	1.8	0.8	2.6	1.2	418.9	333.2	1	2.20	30
B2711	1	33.2	0.1378062	1.6	6.4	2.4	1.6	351.5	307.8	1	2.00	30
B2712	1	18.4	0.2635818	3	5.2	0.4	2	498.4	353.3	1	0.20	30
B2713	1	14.4	0.4986611	2.2	8.4	2.6	1.6	288.1	396.7	0	1.40	30
B2714	1	10.4	0.8517231	1	7.4	0.8	0	540.4	333.9	1	0.20	30
B2715	1	24.4	0.6487039	2.4	3.8	2.4	1	486.8	311	1	0.80	30
B2716	1	14.8	0.4968932	1.6	9.4	2.2	1.2	545	377.1	0	1.20	30
B2717	1	13.2	0.7099868	3	8.4	2.4	0.4	404.3	371.3	0	0.80	30
B2718	1	36.5	0.4921459	2.4	2.2	1.2	1.8	477.9	343.9	1	0.60	30
B2719	1	11.2	0.3359482	0.6	1.2	1.6	2	287.1	373.7	0	1.20	30
B2720	1	15	0.3865794	0.6	3.4	0.6	1.6	451.7	358.1	1	0.40	30
B2721	1	17.6	0.6630278	1.8	6.6	0.6	1.8	548.3	338	1	0.20	30
B2722	1	27.5	0.2299885	1.6	7	1	0.6	561.5	293.2	1	0.80	30
B2723	1	20.8	0.703489	3	2.6	2.2	1.2	413.7	340.4	1	0.60	30
B2724	1	21.4	0.7241815	2.2	2.8	1	2	314.4	396.6	0	0.40	30
B2725	1	30.1	0.7902099	1	8.8	1	1.8	370	285.8	1	0.20	30
B2726	1	10.9	0.2742673	2	0.6	1.6	1.6	424.4	349.7	1	1.20	30
B2727	1	25.5	0.5717033	1.2	1.6	2.8	1.2	372.1	334	1	1.20	30
B2728	1	28.2	0.6392752	0.8	7	3	1	503.8	371.2	1	1.00	30
B2729	1	25.8	0.1456796	2.4	8.8	1.2	0.4	438.8	399.7	1	1.00	30
B2730	1	19.4	0.2112801	0.6	4.6	1.8	1.2	403.5	333.2	1	1.40	30
B2731	1	23.2	0.4422098	0.6	3.2	2.2	0.6	432.3	358.5	1	1.20	30
B2732	1	11.2	0.1191941	0.8	2.6	2.8	0.8	314.5	393.1	0	2.60	30
B2733	1	12.7	0.6723985	1.6	1.4	2.8	1.4	483.6	413.5	0	1.00	30
B2734	1	21.8	0.5037858	3	0.8	2.2	1.2	369.7	342.4	1	1.00	30
B2735	1	35.9	0.331111	1.8	4	1.2	0	356.6	346.6	1	0.80	30
B2736	1	36.2	0.5720375	2.4	2.6	2.8	0.6	350	417.7	1	1.20	30
B2737	1	16.4	0.5505956	0.8	5.6	2	1.6	293.2	284.5	1	0.80	30
B2738	1	24.4	0.3915845	0.6	9.8	2.4	0.8	359.5	317.9	1	1.40	30
B2739	1	15.3	0.5632015	1.4	6.2	1.4	0.8	337.7	391.3	0	0.80	30
B2740	1	5.2	0.3533294	0.8	2.6	1.4	1.2	386.3	339.3	0	1.00	30
B2741	1	15.2	0.4638277	2.2	2.6	1.8	0.4	430.6	379.9	0	1.00	30
B2742	1	10.4	0.1079676	2.4	5.4	2.8	1.8	326.3	328.7	1	2.40	30
B2743	1	8.4	0.720006	2.6	1.8	1.2	0.4	532	381.9	0	0.40	30
B2744	1	19.4	0.367792	2	1.4	0.4	0.4	530.3	399.8	0	0.40	30
B2745	1	8.5	0.2377417	1.6	7	2.6	2	491.1	382.4	0	2.00	30
B2746	1	35.9	0.706808	2.2	0.6	1.2	1	324	379.1	1	0.40	30
B2747	1	25.5	0.531642	1.8	2.4	0.4	0.4	483.8	421.1	0	0.20	30
B2748	1	26.6	0.1353245	2.8	0.4	1	0.4	516.3	366.6	1	0.80	30
B2749	1	25.9	0.775747	2	0.6	2.6	1.8	530	291.1	1	0.60	30
B2750	1	33.3	0.4207236	2.2	1.6	1.4	1.6	491.9	416.3	1	0.80	30
B2751	1	5.3	0.8114934	1.4	7.4	0.4	0.4	512.9	409.2	0	0.20	30
B2752	1	9.3	0.897282	2	9.8	0.4	1.4	397.6	394.5	0	0.20	30
B2753	1	27.3	0.8648502	3	8	1	1.2	469.4	324.7	1	0.20	30
B2754	1	35.1	0.7380688	2.8	1.2	2	0.2	288.4	378.4	1	0.60	30
B2755	1	5.2	0.2042504	2.6	0.8	0.4	1.4	537.5	325.8	0	0.40	30
B2756	1	10.9	0.3753543	0.6	9.2	1	1.2	292.9	399.4	0	0.80	30
B2757	1	8.1	0.7289988	0.6	6.6	1.2	0.2	345.1	368.8	0	0.40	30
B2758	1	35	0.4094101	1.2	1.4	1.4	1.4	366.1	302	1	0.80	30
B2759	1	19.2	0.7769392	2.8	2.4	2.6	1.8	402.9	322.7	1	0.60	30
B2760	1	6.8	0.2532751	0.6	9.4	2.6	0.2	397.3	361.4	0	2.00	30
B2761	1	34	0.1169136	2.4	7.4	3	1	463.5	287.8	1	2.60	30
B2762	1	21.5	0.6955436	0.4	7.6	2.6	2	491.4	351.1	1	0.80	30
B2763	1	21.6	0.8531386	1.4	3.8	2.4	0.8	503.3	314.6	1	0.40	30
B2764	1	35.8	0.5008392	1.8	8	1.4	1.6	373	303.4	1	0.60	30
B2765	1	9.5	0.7926033	2.8	0.6	1	1.8	525	326.3	1	0.20	30
B2766	1	11	0.447444	3	5	1.2	1	461.2	310.6	1	0.60	30
B2767	1	23.5	0.8147992	2.6	9.8	1.8	0.2	518.4	382.8	1	0.40	30
B2768	1	19.5	0.6219419	1.6	8.6	1.8	1.4	492.8	408.8	0	0.80	30
B2769	1	23.1	0.2852857	2.6	1	1.4	0.4	288.1	344.8	1	1.00	30
B2770	1	31.6	0.6699412	1.2	3.6	0.6	1.4	311.5	293.1	1	0.20	30
B2771	1	27.5	0.4751488	2	5.4	2.6	1.8	293.7	358.3	1	1.40	30
B2772	1	28	0.3695218	0.4	3.2	2.8	0	543.5	321.9	1	1.80	30
B2773	1	28.2	0.5698572	1.2	6.8	1.6	0.8	452.3	350.5	1	0.60	30
B2774	1	17.7	0.6626863	2	8.2	0.8	0.4	424.1	286.2	1	0.20	30
B2775	1	23.1	0.3463149	1.4	8	1	0.6	508.1	387.7	1	0.60	30
B2776	1	35.2	0.4470365	1	9.4	1.4	1	361.5	286.5	1	0.80	30
B2777	1	7.8	0.16141	1.6	5.8	1.4	1.8	548.4	376.3	0	1.20	30
B2778	1	8.1	0.4510849	0.4	4.4	0.6	2	310.1	384.3	0	0.40	30
B2779	1	19.7	0.5094754	1.6	5	2.6	1.2	359.6	406.2	0	1.40	30
B2780	1	19.5	0.2729775	1.2	3.6	1.2	0	351.2	421.5	0	1.00	30
B2781	1	22	0.827739	1.4	6.8	2	1.4	412.4	407.8	0	0.40	30
B2782	1	30.8	0.8985814	0.4	5.6	0.6	1.4	367.4	366.3	1	0.20	30
B2783	1	36.8	0.2221268	0.6	7.8	2.2	1.2	491.4	387	1	1.80	30
B2784	1	36.5	0.4675658	2	4.6	0.8	1.4	495.3	369.8	1	0.40	30
B2785	1	13.6	0.6651195	1	4	0.8	1.8	435	372.5	0	0.40	30
B2786	1	32.8	0.3660838	2.6	3.6	0.6	1.2	520.5	370.9	1	0.40	30
B2787	1	27.7	0.3655746	3	5.8	0.6	1.6	388.8	371.6	1	0.40	30
B2788	1	12.4	0.8892712	1.4	4.2	1	1.6	560.6	302.6	1	0.20	30
B2789	1	30.9	0.4567947	0.6	7.8	1.8	0.6	555.4	285.9	1	1.00	30
B2790	1	16.8	0.5238622	2.6	5.4	2.4	1.2	325.6	395.1	0	1.20	30
B2791	1	31.6	0.5003788	0.6	7.2	1.2	0.8	323.3	402.8	1	0.60	30
B2792	1	20.6	0.5941719	1.8	7.8	2.4	1.8	558.5	422.8	0	1.00	30
B2793	1	12.1	0.8002684	1.6	2.2	1.8	0.6	334.4	423.7	0	0.40	30
B2794	1	23.6	0.6299558	2.2	3.8	0.6	0.6	516.9	397.8	0	0.40	30
B2795	1	17	0.5359261	2.4	6.2	1.4	1.8	298.4	308.3	1	0.60	30
B2796	1	31.2	0.8291018	0.6	8.6	1	2	389.3	320.7	1	0.20	30
B2797	1	27.8	0.2505884	3	7.8	1.6	0.8	404.1	420	0	1.20	30
B2798	1	34.1	0.1906707	2.8	1.4	1.4	0.8	472.4	293.7	1	1.20	30
B2799	1	9	0.63524	2.2	9.8	1	1.2	369.5	333.5	1	0.40	30
B2800	1	12.2	0.7443712	0.8	4.6	1.6	1	502.1	303.8	1	0.40	30
B2801	1	35.1	0.8170294	0.6	1	2	1.6	358.3	393.4	1	0.40	30
B2802	1	26.5	0.2214165	2	3.8	2.2	0.6	316	335.6	1	1.80	30
B2803	1	7.3	0.351871	1.4	3	2.8	1.2	294.8	377.2	0	2.00	30
B2804	1	27.9	0.8840497	2.2	3	2.2	0.2	360.3	397	1	0.20	30
B2805	1	6.3	0.7600505	2.8	1	2.2	1	453.1	305.7	1	0.60	30
B2806	1	30.2	0.5493444	1.4	7	1.8	1.8	315.2	407.8	1	0.80	30
B2807	1	15.4	0.857195	0.6	4	1	1	538.6	343.6	1	0.20	30
B2808	1	8.3	0.112133	2.6	1.2	2.6	1	477.9	382	0	2.40	30
B2809	1	20.1	0.4402282	1.6	2.4	2.4	0.6	531	414.6	0	1.40	30
B2810	1	14.9	0.172491	2.2	5	2	0.2	438.7	376.8	0	1.80	30
B2811	1	23.9	0.8745944	1.2	2.4	1.4	0.6	355.5	354.9	1	0.20	30
B2812	1	13.8	0.2789721	2.8	10	2.4	1.6	325.1	413.9	0	1.80	30
B2813	1	22.5	0.3690848	3	8	2	0.6	543	378.7	1	1.20	30
B2814	1	35.2	0.6526141	1	4	0.4	0.4	475.3	424.4	0	0.20	30
B2815	1	20.2	0.2867566	0.4	7.8	0.4	1.6	433.9	289.4	1	0.20	30
B2816	1	27.6	0.158623	2.6	5	1.2	1	283.6	348.1	1	1.00	30
B2817	1	29	0.1095056	2.8	1.8	1.2	1.8	465.5	395.4	1	1.00	30
B2818	1	23.9	0.7582667	2.2	6.4	1.6	1.4	407.6	368.1	1	0.40	30
B2819	1	22.6	0.8501493	3	4.4	2.2	1.2	562.4	368.7	1	0.40	30
B2820	1	36.4	0.8687301	2.6	2.2	2	1.2	416.2	324.8	1	0.20	30
B2821	1	15.1	0.626523	2.8	5.6	3	1.2	286.2	363.6	1	1.20	30
B2822	1	5.9	0.3585654	1	6.8	0.4	0.2	429.9	303	1	0.20	30
B2823	1	27.6	0.7286859	2.6	8.2	2.2	0.4	437.7	358.9	1	0.60	30
B2824	1	18.1	0.2035074	1.4	9.2	2.2	2	300.9	344.9	1	1.80	30
B2825	1	13.2	0.1468082	1.8	2.4	1.2	1.4	401.8	378.9	0	1.20	30
B2826	1	25.3	0.2215432	1	7.2	1.2	0.6	532.5	387.2	1	1.00	30
B2827	1	24.1	0.5751629	2	2.8	1.6	0.8	438.8	381.5	1	0.60	30
B2828	1	36.3	0.5961341	2.4	7	1	1.2	491	416.9	1	0.40	30
B2829	1	16.8	0.3589262	0.6	1.8	1.2	1.6	521	406.6	0	0.80	30
B2830	1	11.7	0.6320435	1.4	4.6	2	0.6	417.4	397.7	0	0.80	30
B2831	1	17.2	0.1897946	1.6	9	1	0.2	475.1	416.9	0	1.00	30
B2832	1	15.9	0.2446707	0.6	4	2	0.2	541	324.4	1	1.60	30
B2833	1	28.8	0.8200777	0.8	8.6	2.6	0.4	490.3	350.1	1	0.40	30
B2834	1	8.7	0.6358272	0.6	1.4	2.2	0.6	410.5	355.3	0	1.00	30
B2835	1	11.9	0.8903552	0.8	4	3	0.6	540.4	400.6	0	0.40	30
B2836	1	18.6	0.4551039	2	4	2.4	0.8	283.8	319.5	1	1.40	30
B2837	1	17.4	0.4918827	1.8	4.6	2.6	1.6	477.8	359.6	1	1.40	30
B2838	1	15.3	0.6885572	2	4	1	0.2	393.5	376	0	0.40	30
B2839	1	35.7	0.1243763	2.8	4.6	2.4	1.4	567.6	315.9	1	2.20	30
B2840	1	7.6	0.5051328	1.8	9.4	1.6	2	383.8	310.3	1	0.80	30
B2841	1	34.8	0.523423	0.8	7.8	2.6	1.2	435.8	293.4	1	1.20	30
B2842	1	16.9	0.3612742	3	9.8	2.4	0	411.5	304.6	1	1.60	30
B2843	1	19	0.5884457	2	9.2	2.2	1	461.7	421	0	1.00	30
B2844	1	20.3	0.5651358	1	2	2.2	1.6	398.7	384.5	1	1.00	30
B2845	1	9.8	0.2368988	2	6.4	0.6	0.8	485.5	379.5	0	0.60	30
B2846	1	11.2	0.4763137	1.2	2.2	2.2	2	453.7	417	0	1.20	30
B2847	1	13.5	0.7495855	1	1.6	1.4	1	439.7	355.2	1	0.40	30
B2848	1	19.2	0.1883847	1	8.6	1.8	1.2	511.6	387.6	0	1.60	30
B2849	1	17.3	0.1669663	1.6	8.6	2	0.8	340.1	368.9	1	1.60	30
B2850	1	12.8	0.4613351	0.8	3	2	0.6	433.2	366.4	0	1.20	30
B2851	1	7.7	0.5542352	2.4	8	3	0.2	460.3	395.1	0	1.40	30
B2852	1	16	0.6373024	2.6	3	1	0.4	311.4	296.7	1	0.40	30
B2853	1	11	0.6017788	0.4	4.4	2	0.2	445.7	404.8	0	0.80	30
B2854	1	17	0.2377104	1	4.8	0.6	0.4	445.5	372.2	1	0.40	30
B2855	1	18.3	0.4454515	2	1	0.6	1	502.9	330.3	1	0.40	30
B2856	1	6.9	0.26576	1.8	5	2.2	0.8	531.3	343.3	0	1.80	30
B2857	1	35.2	0.3060238	3	4.6	1.4	0.6	471.8	333.3	1	1.00	30
B2858	1	7.1	0.6705734	2.4	3.4	2.8	1.4	472.5	331.2	1	1.00	30
B2859	1	15.7	0.2706188	1.6	6.6	2.6	0.8	526.8	291.4	1	1.80	30
B2860	1	5.6	0.4227805	0.8	6.4	2	2	349.2	380	0	1.20	30
B2861	1	33.7	0.3216788	1.4	4.8	1.4	0	566.5	333.5	1	1.00	30
B2862	1	9.3	0.5416223	2.2	6.4	1	1	493.8	308.4	1	0.40	30
B2863	1	36.4	0.4371981	1.2	6.8	1.2	0.8	365.8	353.7	1	0.60	30
B2864	1	15.4	0.7538028	0.4	6.8	1.8	0.6	459	377.5	0	0.60	30
B2865	1	16.5	0.5355824	2.2	8.2	2.6	0.6	557.5	404.2	0	1.40	30
B2866	1	19.2	0.6528177	1.6	8	2.8	0.4	519.6	389.5	0	1.00	30
B2867	1	36.8	0.5184859	1	7.6	1.4	1.4	565.5	371.8	1	0.60	30
B2868	1	35.3	0.2450142	2	5.6	1.2	0.4	364.3	410.7	1	1.00	30
B2869	1	5.4	0.3004234	2.8	2.8	1.8	0	313.4	423.3	0	1.40	30
B2870	1	30.3	0.7692043	1.2	6.4	0.8	1.8	468.1	355.7	1	0.20	30
B2871	1	29.1	0.2859557	1	7	2.2	0.8	570.4	348.5	1	1.60	30
B2872	1	6.5	0.6020513	0.6	7.4	2.2	0	441.2	342.7	0	1.00	30
B2873	1	23.2	0.8276765	2	8.6	1.2	1.2	572.6	422.7	0	0.40	30
B2874	1	13.3	0.8138623	2.8	3.2	2	1.4	496.3	365.5	1	0.40	30
B2875	1	10	0.5830446	1.2	9	1.4	2	514.7	312.7	1	0.60	30
B2876	1	28	0.2647693	2.4	2.4	1.4	2	499.8	329.2	1	1.00	30
B2877	1	30	0.3122582	1.2	1.8	1.4	0.8	413.1	348.8	1	1.00	30
B2878	1	32.9	0.46321	0.4	9.6	1	0.6	301.3	360.1	1	0.60	30
B2879	1	5.1	0.2937353	2.8	9.2	2	1.2	437.3	421.5	0	1.60	30
B2880	1	17.6	0.5485378	1	5.2	1.6	1.8	570.9	349.4	1	0.80	30
B2881	1	31.3	0.2789519	3	2.6	2.8	0.8	568.1	315.3	1	2.00	30
B2882	1	33.9	0.1205874	2	2	2.2	1.8	421.9	349.3	1	2.00	30
B2883	1	31.7	0.7211708	1.4	3.2	2.6	1.4	536.7	287.2	1	0.80	30
B2884	1	35.9	0.4384692	2.6	4.8	0.8	1.2	321	306	1	0.40	30
B2885	1	22.5	0.3279276	2.6	4.8	3	1.4	489.7	304.1	1	2.00	30
B2886	1	22.4	0.7038259	0.8	7.8	2.8	1.8	367.2	330.7	1	0.80	30
B2887	1	22.1	0.8268229	1.4	5.6	2	0.8	550	346.3	1	0.40	30
B2888	1	35.3	0.7371354	2	3.2	1.6	0.6	430.2	420.2	1	0.40	30
B2889	1	26.7	0.2461988	0.6	4.4	0.8	2	386.5	364.8	1	0.60	30
B2890	1	13.3	0.8683059	1.8	4	2.6	1.2	330.4	300.9	1	0.40	30
B2891	1	26.8	0.8017458	2.8	6.6	2.4	1.2	283.7	317.7	1	0.40	30
B2892	1	31.8	0.8915224	1.8	7.6	1.8	0.2	378.1	345.2	1	0.20	30
B2893	1	29	0.5515453	1.6	8.2	1.6	1.6	388.4	415.8	0	0.80	30
B2894	1	11.4	0.4422479	1	1.4	2.2	0.2	363.5	354.1	1	1.20	30
B2895	1	12.2	0.8855122	3	3.2	1	0.6	306.9	343.3	1	0.20	30
B2896	1	28.9	0.537446	2.6	3	1.4	0.8	295.1	347.1	1	0.60	30
B2897	1	15.6	0.1461685	1	8	2	0.6	348.2	306.2	1	1.80	30
B2898	1	19.4	0.590206	0.4	6.4	2	0.8	532	394.2	0	1.00	30
B2899	1	11.5	0.4516451	2.8	0.8	2.6	0.4	555.1	328	1	1.40	30
B2900	1	12.4	0.3849752	1.8	5.6	2.8	0.6	429.3	351.9	1	1.80	30
B2901	1	10.9	0.3699182	2.2	8.8	1.6	1.4	509.7	365.7	0	1.20	30
B2902	1	17.8	0.1004957	2.6	4.2	1.4	0.6	304	323.1	1	1.20	30
B2903	1	28.5	0.1697193	1	7.2	0.4	0.2	330.3	323	1	0.40	30
B2904	1	30.6	0.8076123	1.6	4.4	0.8	1.2	363.6	407.6	1	0.20	30
B2905	1	18	0.5563132	2.4	0.8	1	1.2	505.8	392.1	0	0.60	30
B2906	1	9.3	0.5677158	2.2	2.4	1.4	0.4	369.5	337.9	1	0.60	30
B2907	1	18.1	0.5376685	0.8	4.8	2.2	0.4	422.2	416.6	0	1.20	30
B2908	1	9.9	0.2043834	1	7	3	1.6	531	292.9	1	2.40	30
B2909	1	33.2	0.848531	2.4	5.6	2.4	0.2	358.7	378.4	1	0.40	30
B2910	1	17.7	0.182339	0.8	2.2	1.8	1.8	345.9	381.8	0	1.60	30
B2911	1	30.3	0.4924349	2.8	3.2	1.8	0.8	462.4	301.2	1	1.00	30
B2912	1	20.9	0.3123165	1.4	8.4	2	1	357.1	351	1	1.40	30
B2913	1	33.9	0.3438729	1	9.2	1	0.8	481.6	376	1	0.60	30
B2914	1	5.4	0.2023468	2.6	3.4	1.2	0.4	542.7	363.2	0	1.00	30
B2915	1	35.7	0.646336	0.8	7.8	2.6	0.4	457.9	338	1	1.00	30
B2916	1	33.3	0.3284555	1.8	4.8	2.8	0.8	485	335.1	1	1.80	30
B2917	1	10.7	0.2465489	1.2	2.6	1.8	0.4	441	384.1	0	1.40	30
B2918	1	25.9	0.7911593	0.4	2.4	1.2	0.4	430.2	380	1	0.20	30
B2919	1	35.2	0.145379	1.4	9.4	0.4	0	419.6	389	1	0.40	30
B2920	1	13.8	0.4739274	0.4	4	1.4	0.4	531.4	286.4	1	0.80	30
B2921	1	23.6	0.2832752	2.4	2.2	2	1	400.1	339.8	1	1.40	30
B2922	1	14.8	0.7491859	3	7.2	1.4	1.4	413	418.6	0	0.40	30
